"","x"
"2017","stop speaking on things you aren’t educated on. the chance of a women actually lying about a sexual assault are est… https://t.co/jeSfnjz0VI"
"2018","@FancyFrequency Women really have to keep the threat of kidnap, rape, and/or death in the back of their minds at al… https://t.co/HGLYT6sLBs"
"2019","@kayleemcarr no but i do find girls who give consent then call rape and screw over someone’s life, pretty darn disgusting😌"
"2020","@Michell37728281 @MattMackowiak To my mind, the attempted rape accusation was long ago sufficient for that. The adm… https://t.co/Moo3w4Hdfn"
"2021","@EvilBastard4 @phil_mckraken @WindsorTrader33 @Dannaja64Danny @LeonWhi63670221 @donnnie @RogerWaMiller @annableigh… https://t.co/zC86SP43Nd"
"2022","@shanedawson @SusanWojcicki @Ryland_Adams @AndrewSiwicki @_morganadams_ Be careful @SusanWojcicki he might rape your pet"
"2023","Wearing jeans on DenimDay has become a symbol of protest against erroneous and destructive attitudes about sexual h… https://t.co/gwNBdKHgyt"
"2024","@greg_under @wokeTJ @JAEbberts Not weird at all.  The Jews are God’s chosen people.  Radical Muslims kill apostates… https://t.co/hJ4B4YAumk"
"2025","Whipped and tortured your newly purchased ""freed"" dark skinned person? Yeah sure. Rape them, bury them in shallow g… https://t.co/hn6pCMhMcT"
"2026","@neiltcrewdson @pauldashworth @SteveACooper @corbynforpm @francesbarber13 @squeezyjohn @UKLabour @Conservatives I a… https://t.co/ShQ0i8s4ZK"
"2027","What the actual fuck is happening in this fandom?!?! “Ian mocked rape so I hate him.” 
“Mickey did this so I hate h… https://t.co/4SWZyt4Jr7"
"2028","https://t.co/LJ24gmGrUI pulled the ad that romanticized the reason why so many black Americans have white ancestry.… https://t.co/V1PKeAvRn1"
"2029","@jessphillips Watched from Ireland as election candidates joked about the rape of MPs on national TV. Spent many ha… https://t.co/sbD2vfSApK"
"2030","@mannyfidel These Muva Fluffin corps are NOT DIVERSE 😤. These people want our business but aren’t HIRING ON EVERY L… https://t.co/jZaqoCDtPC"
"2031","Man found guilty of statutory rape after being found with minor in Henderson County https://t.co/rqc95EYPrT https://t.co/RKlapVsmYy"
"2032","@KellyMacd51 @wgsaraband So you claim that men who want to rape women in a 'safe space' (whatever that is) will go… https://t.co/6EqJUBPfSN"
"2033","@neiallswheel @JuRainford @KateAndrs @DaveAtherton20 @KateEMcCann @causticbob Now faux analysis.
So keen to tell ot… https://t.co/F8Dpb88aN5"
"2034","@BellaLack So very very sad, we rape, pillage, plunder and poison our only home, we inflict upon the fauna horrific… https://t.co/AjVXgM0Ewj"
"2035","@heyitsCarolyn Liberals will never admit the truth. When the LGBT community starts getting attacked, thrown off roo… https://t.co/RPmBsQPCUI"
"2036","@FreeArt20 It’s morally wrong to kill someone or to bring Down a bit it’s wrong to rape someone pedophile isn’t som… https://t.co/C2h8GYeh80"
"2037","If you read between the lines of the info provided by law enforcement, you will see that MPD waited 3 years to test… https://t.co/AiiaFZLMJz"
"2038","@trencherman333 @BBCNewsnight @wmarybeard Hi Steve,

Did you write this?

""EU era 1993-2018
Never-ending wars, worl… https://t.co/aC3nu89OJP"
"2039","news SMUG MUSLIM TELLS JUDGE “ALLAH PERMITS RAPE” – GETS WHOPPING DOSE O... https://t.co/y0CFWkqpXS via @YouTube"
"2040","@thehill @TheHillOpinion Please stop amplifying Alan Dershowtiz until he's been cleared of all credible accusations… https://t.co/8qTZ1X0rtU"
"2041","I'm just now peeping Cam'ron say, ""the whip drop the roofie, the car date rape "" his ass ignorant😂😂"
"2042","@kirkleyjames11 @kobegyamfi @Prezi_Boulevard Rape is rape. FULLSTOP"
"2043","This is such a bad argument. Likewise I could say countless anti-GGers have gone to jail for pedophilia and rape, a… https://t.co/ePqfvcAxs9"
"2044","@TalbertSwan It's not child abuse?  Sexual assault?  Statutory rape?  Pedophilia?  So none of those laws apply anym… https://t.co/gc2JmWjX0V"
"2045","- I would appreciate if you didn't rape me.
- Consider it done.
https://t.co/X1A5hlWgds"
"2046","University of Minnesota Student Sues Chinese Billionaire for Alleged Rape https://t.co/P76T2NmjoY https://t.co/6Dh61akix6"
"2047","ICYMI: It was great to see a bipartisan group of lawmakers come together with @WisDOJ this week to announce steps t… https://t.co/6igQE6jQM2"
"2048","@eYe4TheGame @BleacherReport He got a tech for swiping at the ball after the ref blew the whistle, I don’t think sw… https://t.co/ZnWletPLsr"
"2049","Brain rot! A forced pregnancy doesn't exist except in rape. Sick &amp; evil! Even in rape...it's not the fault of the b… https://t.co/Y3wfvtdVV1"
"2050","@SkyNews @KateEMcCann Is he saying he would rape other women?"
"2051","@Hebbstone @zen_again @LilaGraceRose That is not the way it has to be.  We, as a society, are sanctioning murder in… https://t.co/jvymzZSCNQ"
"2052","Man found guilty of statutory rape after being found with minor in Henderson County https://t.co/rqc95EHe3j https://t.co/pWEhrSlBQ2"
"2053","@Variety I wonder if they will leave out or downplay the fact that 30 of them were brutally beating and robbing ran… https://t.co/OBcCyrnrsy"
"2054","@PodSsdd Oh I do not dispute you at all. I just think it’s disgusting if the law that is not considered rape, yet clearly it is"
"2055","@realDonaldTrump @TuckerCarlson Rapists get away with rape all the time. Doesn’t mean they didn’t rape someone, it… https://t.co/Jno5zwtswo"
"2056","@jxckritter That's rape Bruv!"
"2057","Well. Just saw the burning body of the accused child rape involvement breda."
"2058","@BravoTV @TheRealCamilleG We don’t care what a rape apologist has to say."
"2059","@heyitsCarolyn Free thinking people the world over have allowed this to happen.  Their payback has been beheadings,… https://t.co/sjPbZmF4jL"
"2060","@jlomurray @tonetalks @Ancestry And they mentioned rape?? Wow. I thought you were making an assumption. I’ve come a… https://t.co/t2FT5O781O"
"2061","Pregnant from rape, mom chooses life: He isn't my rapist's baby, he's mine https://t.co/NvZ8sx8DQr"
"2062","REMEMBER: #trauma (rape, sexual abuse, war, etc) is linked to suicidality. Always include #suicideprevention resources wherever you can."
"2063","Should Rape Victims Have to Spend Time in Jail for Not Testifying? https://t.co/4LyKelFV9E"
"2064","@gshevlin @SHAMIMAforMEP @Stevegb01Steve @SkyNews @KateEMcCann The real sexism in the whole situation was of Jess P… https://t.co/r6Ud8lpLL7"
"2065","Trump has never apologized for taking out a full page ad in the NY Daily News to call for the execution of 5 black… https://t.co/Fzz4y0wATq"
"2066","Laura Tedder, Conceived in Rape, Abortion Survivor https://t.co/wd3jVHJIbv via @YouTube"
"2067","@mabdimalik A great initiative.  This is one way to shed light impunity when citizens are targeted.  I would like t… https://t.co/TBkxFNs65w"
"2068","@Peppi1207 @Grace65715787 @NetzahEternal @EretzIsrael4Evr @Rae97189446 @Carlos_Can_Do @abcxyztea @douxdingue1… https://t.co/A8zjWojvwb"
"2069","@DVATW Wow, did you not consider the context was relevant here? Or does discussing who you would or wouldn't rape s… https://t.co/P3kmxvlR30"
"2070","@SkyNews @KateEMcCann #SkyFakeNews strikes again.

It's okay for an MP to fake rape threats to play victim and call… https://t.co/X6jTuzXOrl"
"2071","@gunsmoslem @saeen90_ They'll both just complain about SJWs, and ""rampant"" PC culture. Then sniffles will make some… https://t.co/ddjrP6PSmw"
"2072","""Persephone Strong: Jessica Jones as a Retelling of the Rape of Persephone"" is a paper I was really excited about a… https://t.co/MBCiZTasLO"
"2073","@Grace65715787 @Carlos_Can_Do @Michael__Baskin @shoozer12 @ErezNeumark @abcxyztea @douxdingue1 @Rae97189446… https://t.co/OU07OLqIdr"
"2074","Teen recounts rape ordeal to police in Bangladesh before being burned https://t.co/7JyoPAAzJh via @MailOnline"
"2075","@neiltcrewdson @SteveACooper @corbynforpm @francesbarber13 @squeezyjohn @UKLabour @Conservatives The independent pa… https://t.co/Q8PAQ2IYVh"
"2076","Catching up on #GameOfThrones has reminded me that this is not be evident to everyone: RAPE IS NOT A PLOT DEVICE"
"2077","Will the US Stand With Victims of Rape in War? #UnitedNations #UnitedStates #specialenvoy... https://t.co/bE5EQxcT9E https://t.co/kKYRhkS8XI"
"2078","hey @GeorgeFaught lick my asshole it's God's will. john 3:16 says lick my asshole

https://t.co/kuRd6JL6Cq"
"2079","Decades-old #rape and #murder cold #case solved with the help of a razor - Apr 19 @ 12:01 PM ET  https://t.co/aEfl8McYBY"
"2080","@Grace65715787 @NetzahEternal @Peppi1207 @EretzIsrael4Evr @Rae97189446 @Carlos_Can_Do @abcxyztea @douxdingue1… https://t.co/JJOQSUDGDV"
"2081","@thcinemashow @AviFlyGirl @KimpsonForSC Yesterday, Sen. Richard Cash of Anderson County introduced an amendment to… https://t.co/K8DKjLXLmd"
"2082","@KrisScooter1063 @IGN It’s like asking “what is wrong with rape? They want to fuck🤷🏻‍♂️” some  things are wrong no… https://t.co/3Zu8TudvKR"
"2083","Prosecutors charged David Patricio Blanco, 46, on April 10 with rape, a first-degree felony, object rape, a first-d… https://t.co/CszjfZqHKJ"
"2084","Because of African-Americans’ unique history of racist and sexist victimization, the Black community has an even ha… https://t.co/xbzAXwHrMH"
"2085","Prosecutors dismissed a rape charge against a Bentonville man after his accuser recanted.
https://t.co/q1A1UrzhDo https://t.co/uvZHVa5x5K"
"2086","@spoonysplane The fireworks after the goal are for some reason amplified and sound 20859302738times louder so they ear rape when you score"
"2087","Missouri bill on college rape stalls in Senate
https://t.co/qffpx9aOvC"
"2088","@platon: 'I saw women, children who were orphaned, and we saw babies born from rape. But overall, this was a beauti… https://t.co/tmNDjECkVW"
"2089","If SAYING something is considered rape , then a lot of ppl have rapists in their family . https://t.co/KHINQPwVkZ"
"2090","Sex without consent is rape"
"2091","“We demand constant communication and transparency from administration... We demand safety and justice for survivor… https://t.co/PBFchreAVS"
"2092","@PPGreaterTX Planned Parenthood tweeted a picture of a child rapist on their twitter? How many underage rape accusa… https://t.co/Cp4M2zUvql"
"2093","@I__Hustle That’s true. Women that lie on rape definitely need to be charged with something. Herbo needs to just ch… https://t.co/I4ZgdcC5Y8"
"2094","@KateAndrs Context very much matters, making false claims of rape threats to play victim and then when you get a 'n… https://t.co/w6cCIoo9Ny"
"2095","@Emy8Lou Eh I just don't want alleged rapists and confirmed rape joke makers at my club lol I think that's reasonable"
"2096","@jlomurray @tonetalks @Ancestry How do you know it’s rape genes?"
"2097","@SeanASnyder @RollingStones Why singing/rapping about drug dealing/usage, abusing/degrading women, murder, rape, sh… https://t.co/XjvQhC4MBg"
"2098","30 years ago #OTD, via @eji_org, ""“Central Park Five” Arrested for Rape"" https://t.co/LZTpg8r0ZV"
"2099","@Megmac1987 So to be clear - if he'd said ""I wouldn't rape you"" there'd be no fuss? The furore is about including ""… https://t.co/h6DCFaVDLU"
"2100","@selva3bd @baesungg @OH_mes2 Shit I know of alot of cases where a rape happened and the majority of the party goers… https://t.co/pPYcej4rqj"
"2101","@LB_GameOfLife @Head_Sanford Is it based on fact, tho?

Edgy and racist seem to be synonymous in this case. 

Edgy… https://t.co/YBKj11di40"
"2102","Even if you rape, torture and murder people, liberal New York wants to make sure that you are out of prison and can… https://t.co/MGuMjwBMiL"
"2103","@JohnBari13 @QueenKryptX @EdKrassen @AOC @RashidaTlaib Won what? A lollipop from one of his rape victims?"
"2104","@TIME Someone needs to inform #LDS that the rape of black men, women and children is NOT “romantic”"
"2105","@selva3bd @baesungg @OH_mes2 ""He was at the party"" isnt sufficient Do you know any of the details of this party lik… https://t.co/L9LJBUp6zQ"
"2106","@jlomurray @Vrariment @tonetalks @Ancestry I don’t disagree with that. However, a lot of it wasn’t from rape. I des… https://t.co/RnpH6DOcy1"
"2107","https://t.co/byIPOYpFL1 @JustinTrudeau  permits this In the name of peace/ unity, neglecting the fact these guys are people of rape!"
"2108","@TrueIndology The same troopers who tortured sadvi are the same troopers who torture , rape and kill in Kashmir. If… https://t.co/TK8RfVeweT"
"2109","An Iowa State grad student allegedly raped a woman at the University Village apartment complex north of campus. Les… https://t.co/JjmlXwZQdp"
"2110","@BadHombre92 @30SecFight 😂😂😂 that’s wrong!! Plus...you can’t rape the willing. He beat that case. Kobe stay winning… https://t.co/Uh4SkCnniR"
"2111","4. Do you think addressing the aforementioned problems might reduce instances of violent crime (such as rape or mur… https://t.co/gB0eH88bHg"
"2112","Reposted from @santanaraymond  -  Today Mark's 30 years since #AntronMccray @dr_yusefsalaam koreykingwise kevrichar… https://t.co/DRhQmjzORb"
"2113","#Snyder County Man Locked Up on #Rape Charges - Apr 19 @ 11:46 AM ET  https://t.co/xtbP76dV5m"
"2114","@MollyKStout Can we not equate rape scenes with ""uncomfy"" or ""unsettling"" sex scenes though? I appreciate you calli… https://t.co/OoiF3d5PVe"
"2115","Ending the Backlog: Now that Montana's rape kits are tested, what happens next? - KPAX-TV: https://t.co/AgN9WRRD9o"
"2116","@Maestra_Momma @lawnchairlyons @ilyseh @Ashadahya There’s absolutely a problem with not reporting rape. There are m… https://t.co/BphEh6EA5X"
"2117","I prefer that my leaders of state have significant rape experience. That's why I voted Bill Clinton and hope to vot… https://t.co/gC8c7b5jvO"
"2118","Iowa State University graduate student charged with rape... https://t.co/PaoqklDJ5Z"
"2119","@heyitsCarolyn Don't they realize that scarf represents oppression for woman, not freedom, and a fashion statement,… https://t.co/jq2RO1tlhv"
"2120","When a lunatic with a gun breaks into your home to rape and kill your family be sure and tell him that the Liberals… https://t.co/ticnKa0M79"
"2121","@Shakirkazi3 @abpnewshindi @priyankagandhi Lol. Did u tell them that they r not real muslims? How many ppl came on… https://t.co/OBSEb8vV06"
"2122","@teedubitter @RussiawithoutBS Wait, are you making prison rape jokes about Julian Assange now? Cuz yes... He’s prob… https://t.co/xd0MqA3cyj"
"2123","Rapper Kodak Black, charged in SC rape, caught at US border with drugs, guns, cops say
https://t.co/RdOx8HjLZA"
"2124","@JeffreyToobin Just wait until you are accused of doing something like rape, or treason, that you KNOW you DID NOT… https://t.co/PJpSNY5dHE"
"2125","@Child_Of_Memes Pro-c maps are pro-rape by definition. ""I wont rape unless rape is legal"" is still pro-rape."
"2126","@Grace65715787 @Peppi1207 @EretzIsrael4Evr @Rae97189446 @Carlos_Can_Do @abcxyztea @douxdingue1 @TelAvivYonatan… https://t.co/rt44xJUfot"
"2127","@rickyroyalty Like, by definition if he wants the guy to go to pound town on him it’s not rape but it’s still skeevy"
"2128","Anyone interested in the truth about rape allegations against Julian Assange should watch this excellent video https://t.co/kadXnJdX9H"
"2129","ISU grad student charged with rape; prosecutors investigating report of on-campus sexual assault

Read the exclusiv… https://t.co/Ne6I9lZnoz"
"2130","on one of the episodes of forensic files this man raped his 3 month old daughter 😣 and admitted to his wife. So for… https://t.co/PI7zIKgfpm"
"2131","@mochimaker1 @Steelheadfirst @nhannahjones Well its not..its me thinking when i did my ancestry and saw i was 13% i… https://t.co/2TA5PR9y1E"
"2132","@holdridge_jason @beadragonne @ACLU @DonCheadle @ACLUNM Lol because border patrol is definitely a good judge of rig… https://t.co/EUF9vpJxwO"
"2133","I think the more important question is.....Who WOULD he rape? Think of the time that'd save the police in the futur… https://t.co/FhsU9qBWpH"
"2134","@_Cherbo_ I wish this mans liked girls , I’d rape him 😩🤣"
"2135","@SkyNews @LisaMoorish I think the more important question is.....Who WOULD he rape? Think of the time that'd save the police in the future."
"2136","@trams_3 @AllThingsNiy @dylan973_ @ReKen__dollll Cry rape! I guarantee if he would’ve just played ball &amp; went to sc… https://t.co/5w0wYtb51j"
"2137","@HughSchurtz His vision is to rape the souls of all living humans for profit. My viewpoint is meaningless. I’ll tak… https://t.co/dSJGyLp5JA"
"2138","@fawfulfan Rape and inhospitable treatment of strangers were their “sins”. You’re correct that it had nothing to do with gays."
"2139","The loss of a building that so many children were raped by the “men of God”  but these people just gonna throw bill… https://t.co/b3Oy3ZB662"
"2140","TW: R*pe 

1st Siempre Bruja &amp; now this https://t.co/OHKF0JMYWD commercial 🤦🏿‍♀️ white ppl rlly fabricated this uni… https://t.co/zW7gHW1btq"
"2141","@brookej38 Ok and Shawn oakman was charged with rape and was found innocent after it messed up his career? We don’t… https://t.co/RGRdGKKo0R"
"2142","@FletchReflected @hfce354 um.. no. ""catering"" to a pedophiles sexuality (its not a gender) would mean harming child… https://t.co/LEjw51JtBZ"
"2143","@IsaiahBucur @Heighn You're just talking out of your ass again. Just like with the rape nonsense."
"2144","Should rape victims have to spend time in jail for not testifying? https://t.co/CI0eX4OxKB via @MotherJones"
"2145","DNA from an old razor helped police solve 41-year-old rape and murder cold case https://t.co/QiTQsn0wYZ via @usatoday"
"2146","Hi @memphisnews. If you read between the lines of the info provided by law enforcement, you will see that MPD waite… https://t.co/9y3uxpgsPP"
"2147","literally separation of church and state is so important like wtf Oklahoma republican says rape is gods will? BRO n… https://t.co/SOaIB6C9ro"
"2148","Warrant Issued for Man Wanted for Rape in Minersville
https://t.co/qm26MX3iUG"
"2149","@eichenbergerana @ItsHazeZeus @Jcm34000708 @TheRightMelissa @realDonaldTrump @atensnut Im sorry, are you implying b… https://t.co/0yOa7aw2bs"
"2150","They recreating the Edith Bunker rape episode? https://t.co/ZhSF6wGUAo"
"2151","Teen recounts rape ordeal to police in Bangladesh before being burned https://t.co/GVL5zoYgSv via @MailOnline  The… https://t.co/hFWs0YX4rw"
"2152","Pregnant from rape, mom chooses life: He isn't my rapist's baby, he's mine https://t.co/SWBJ4ENNeo"
"2153","you RAPE you LOSE https://t.co/N9mxa0xBUw"
"2154","""...Murder, robbery – rape on mothers and daughters, in the presence of the tied up males of the families, have bee… https://t.co/54AlCoVWcT"
"2155","@AndrewPollackFL How can a rape be called unfortunate?"
"2156","@BlueDeww7w7 @tedsster He Is Paid Actor Plus I no rape teddyboy"
"2157","@What_Up_E Also! They always conflate RACISM with Hatred, the same way they think RAPE is a Dude in a Ski Mask hold… https://t.co/eyIdw7Hshl"
"2158","Oh cool @AP picked up the DA’s press release and, reading it, you would never know @MEM_PoliceDept waited 3 years b… https://t.co/JE89W1aJYr"
"2159","@khristianity__ I do know of people who are attracted to kids and hate it! I really don’t know how to feel because… https://t.co/MehpeD8rOv"
"2160","@Oprah @JanelleMonae @MichelleObama 
@IyanlaVanzant 
In memory of Maya Angelou, 2 those who  by experience abuse, d… https://t.co/zbUuRVBI4U"
"2161","Love these stories!

Abortion should never be ok. Not even for rape or incest! https://t.co/x23qQGsdx5"
"2162","@Maestra_Momma @lawnchairlyons @ilyseh @Ashadahya Ah, I hadn’t seen that you were alluding to statutory rape before… https://t.co/DVkoDGhqRv"
"2163","@BruhMoments__ ear rape"
"2164","RAAIN is an excellent resource for anyone looking to learn more about community resources and the legal rights of v… https://t.co/T2aAaguuh9"
"2165","@LB_GameOfLife @Head_Sanford Yeah, and based on deductive resoning...

Most interracial relationship were rape = th… https://t.co/PXpRbpUeFg"
"2166","@mannyfidel I’m guessing showing a rape scene was a little too realistic 🤷🏽‍♀️🤷🏽‍♀️ #insertsarcasm"
"2167","Gov. Stitt signed a bill into law on Thursday that directs the OSBI to implement a statewide tracking system for ra… https://t.co/I1NLv1eYaP"
"2168","@KimberlyEAtkins Rape by slave owners was horrific, but You're assuming that there was not cases of abolitionists f… https://t.co/BXG8bvMkuV"
"2169","TBH the Catholic Church and Islam are exactly the same and I have no sympathy for eith of them. Both want to rule t… https://t.co/oLmFCwXAXu"
"2170","Take note all work is recorded down to the last iota. There is a payday it will be when you least expect it every l… https://t.co/FNKbiQY3OE"
"2171","A hearing date has been set for a Garfield Heights man who is seeking to withdraw his pleas in a case involving the… https://t.co/dGd6m9mWlm"
"2172","I always feel like i get played when i do they always wanna pocket rape me"
"2173","I hate Sansa, that stupid bitch is such a cunt and she has done nothing but be coddled and gifted all of her power… https://t.co/LUpu6hoSwY"
"2174","@GhostOf2Charmss Has he been convicted of rape ? You kno the accusers white ? How many black men been falsely accus… https://t.co/2oMWtaebjy"
"2175","@ItsHazeZeus @Jcm34000708 @TheRightMelissa @realDonaldTrump You know what scared us that bill clinton raped… https://t.co/OXL1wdsJez"
"2176","@hutchbilly 🛸 UFO’s, hookers, rape and various felonies about the election. Russia, blood diamonds, murder and lying. 🤥"
"2177","There are plenty of crimes on the books for trying to do something - attempted murder, attempted rape, etc. Just be… https://t.co/JmJ0KYUMdx"
"2178","Israel Destroys Apartments of Palestinian Rape, Murder Suspect https://t.co/vEBgVcN9iU"
"2179","@MirwaizKashmir Not a word on Bandipora incest-rape-suicide case @MirwaizKashmir
The is a rise of crimes in… https://t.co/Vgio0QqGBD"
"2180","In 1989, five teenagers were wrongly convicted of the brutal assault and rape of Trisha Meili.

Watch the official… https://t.co/yoWTAw42Dp"
"2181","@JuicyyyGee @MarioGreymist Not necessarily, they actually have huge bases in the countries you listed, and do the m… https://t.co/O6MDjSCZmV"
"2182","y’all literally scroll past a tweet of where a little schoolgirl gets burned to death for accusing someone of rape… https://t.co/iTo2ZIB5v2"
"2183","@tomotamvotir Plus raising your voice and cussing when a reporter asks you about rape comments you made!"
"2184","@KeithZastrow @reporterdavidj @chrissolari @freep i guess if you are fine with rape and pedophilia it would not be… https://t.co/i02cZbTxDO"
"2185","Bucko is mad at Kim k for going to law school but defends rappers who rape women I?"
"2186","@JeffreyToobin Remember you lot said the exact same thing about Kavanaugh.  You claimed him being angry at the medi… https://t.co/oVXMmL6FVc"
"2187","Revisionist history of this kind is defending racism and rape...why can't they understand this??? 🤦🏽‍♂️ https://t.co/Vmgjq9Q3GS"
"2188","@TheRealDaytime I Have Something To Do With Rape A High School  Acembly My Advise Learn About Things Before You Speak About It #GirlChatLive"
"2189","@leo15796 Note brexit distraction and internet censorship which is justified as the tellus terrorists use it. No th… https://t.co/ACnDK29KHO"
"2190","@mynameismartha3 @DominicRaab I'm disgusted that rape is used as a victimhood tool by feminists like Jess Phillips… https://t.co/nATgvojCaA"
"2191","@tsebiyah It married revisionist history and rape culture all at once...I'm an azz so even while being offended I laugh"
"2192","Lmaoooo here they go romanticizing rape 🤦🏿‍♂️ https://t.co/7XT1UhJCIC"
"2193","@LindaRosEdvards @holymotherof3 No you don’t. If you did, you’d love me and try to understand me. Like all the good… https://t.co/tMCnNCAfH6"
"2194","@DrGMcLovin @ChioLee11 @emoblackthot @_vivrantthang_ The rape cause gun and drugs make America"
"2195","I'd like to nominate Stormy Daniels as the most effective person in the resistance (including congress). She expose… https://t.co/H1VlGP5eEx"
"2196","This rape thing that’s happening we shouldah been prepared. Bible said men will be lovers of themselves . People no… https://t.co/EMyHegQVLd"
"2197","@GreyRevisited @BuffHistory That really is a pity as he should have a book all about him. I’ve read in a few books… https://t.co/LUCbVVuZZ1"
"2198","Kodak said this about 17 year old. A dude that has already been accused of rape. 

Smh. I got a feeling he's going… https://t.co/S5IKuNJ5BZ"
"2199","DAs oppose bill to stop jailing rape, abuse victims https://t.co/Q89PvlVbTL"
"2200","@Speech7x7 That is the guy that rapes what he wants to rape, walking around like he is all tough with his chest all… https://t.co/trXtWTCVKV"
"2201","Murder, rape, kidnapping. These beautiful paintings recall horrific stories. https://t.co/lYLYosBcij"
"2202","@MichaelAvenatti The charges I’ve read against you aren’t good, but they aren’t a slam dunk. If I was on the jury i… https://t.co/lz1aGNNuHm"
"2203","@PopaSqaut @MarioStrohm @CBSNews What facts? I do have a problem with the term 'toxic masculinity' but I have seen… https://t.co/jBB8X9Cgz5"
"2204","Israeili Defense Force Chief Rabbi suggested Jewish troops could rape Palestinian women to boost morale, arguing th… https://t.co/3ICwLdxWcE"
"2205","@realDonaldTrump 😩poor Donald this supposed hoax out to get you because your hands are so clean you don’t know anyt… https://t.co/onQYuX31BP"
"2206","@ihearthk4 THATS NOT THE POINT. Idc who tf you are white black brown yellow. You don’t rape or kidnap people. Don’t… https://t.co/hZP7QAO5mN"
"2207","@jeffsoubirous @tinmanic @rshuffandstuff Here are 3 reasons to support her, or at least pay attention to her:

1. S… https://t.co/PhZ89jAmVw"
"2208","@Joy_Villa Stopping Child Trafficking, Rape, and Sacrifice. #StopItAll"
"2209","@tonetalks @Ancestry @SandyDarity @HenryLouisGates @KWCosby @BreakingBrown @tariqnasheed Oh no, this would make whi… https://t.co/izTfW06L7D"
"2210","We’re always taught that the way to success is through higher education. No one ever says that a higher education i… https://t.co/xUat6sohWE"
"2211","@bopinion @EliLake “He didn’t handle this de facto coup with the grace, dash and elan we EXPECT from our leaders; l… https://t.co/T5snukGQ1I"
"2212","@Shinjischneider And you're not worth mine after I watched you talk the very people resoondible for the rape of som… https://t.co/PrD7hGhBTO"
"2213","@LAFdeplorable @ProChoiceMass There are some that are necessary, a rape. The mom's life for the child. If you think… https://t.co/vgfk2qSvRd"
"2214","A bill to reduce the processing time for sexual assault kits has passed both chambers of the Washington state legis… https://t.co/6Dnr7acATK"
"2215","A 17-year-old FL girl stabbed an armed gas station clerk who had allegedly cornered her inside a bathroom and attem… https://t.co/rmXTiZVVDz"
"2216","@stebogameboy 😒 but in the end she learned to love the D. So... Was it really rape? https://t.co/w0Y2h9cWPL"
"2217","@Jacob_Rees_Mogg I disagree, they have serious flaws that affect everyone around them negatively. You know, minor s… https://t.co/BxtscOf008"
"2218","""She was wearing tight jeans...""

There is no excuse and never an invitation to rape.

Join us on April 24th to lea… https://t.co/tgTLt9Fxhb"
"2219","ppl who r elitist about watching game of thrones are so annoying like bro not everybody wants to watch a million ep… https://t.co/PKgkQTZwj1"
"2220","@wizardtechny @thedailybeast That’s not true. I would NEVER rape or murder someone but obviously other people do...… https://t.co/mMYMtggIqh"
"2221","@criscarter80 also thinks NFL rookies should hire a “fall guy” in case you get arrested for drugs, domestic abuse,… https://t.co/zKlQfbqpdu"
"2222","@SarahResister Pssst get over yourself. He was never even accused of rape. What the heck is wrong with you? #Delusional"
"2223","Janice Dickinson admits to fabricating part of Bill Cosby drug-rape allegation in memoir https://t.co/9QqB5gSvDe"
"2224","@TeaPainUSA @Jim_Jordan @RepMarkMeadows And according to these dimwits, if you attempt to rape someone (Jism Gym kn… https://t.co/i8Tr1H5y6P"
"2225","Insurance companies can legally rape you.. $345 a month for some car insurance"
"2226","#ICYMI: #Maryland #DNA Database Records 7,000th Hit and leads to suspect in 2003 rape case. Good work by Maryland S… https://t.co/wqggTxVrN2"
"2227","As a leadership issue: military personnel are sometimes going to end up pregnant when they don’t want to be. Law pr… https://t.co/ySGflAw2Je"
"2228","@hiflylivewill @emoblackthot Have you seen Kodak’s criminal record? It’s not like he has some petty theft charges.… https://t.co/lO8qaxz1kd"
"2229","@Ew__Juliana @creedmaknnoise He been convicted of rape yet? I ain’t think so"
"2230","This should be considered attempted rape in a court of law tbh 😥 https://t.co/osH2wTDURa"
"2231","Israel Destroys Apartments of Palestinian Rape, Murder Suspect
https://t.co/xU0rw2HhkA"
"2232","@Zee_justthuggin This should be considered attempted rape in a court of law tbh 😥"
"2233","@TeaPainUSA @Jim_Jordan @RepMarkMeadows So if a guy attempts to break into my house but doesn't do it, I just ignor… https://t.co/b9GzPLi3Sw"
"2234","""...I hate that everyone in a fantasy world has to have a British accent and I hate the dumb pointy chair you’re su… https://t.co/GBsmjKB69x"
"2235","@KingLRG_ This is Tyrone. Give me head whenever and if he Dosent I rape him. #GiveAnimalsJustice #Fortnite #Friday… https://t.co/GarhSsW8QA"
"2236","@HeyImAJoke_ it's not even humorous though. It's disgusting, and the fact that you consider rape a joke is repulsive."
"2237","The #Xout11  Challenge is trying to help bring awareness and eradicate the 11% of  college students who are victims… https://t.co/SaFEIbzvjg"
"2238","@GeraldoRivera @realDonaldTrump @DonaldJTrumpJr @IvankaTrump @jaredkushner Hey Jerry, If you are trying somebody fo… https://t.co/tVLNttYzxw"
"2239","@OxfordDiplomat @KateEMcCann You're a supposed Doctor. Do you read? Do you understand context? I would LOVE for you… https://t.co/EmrYGjHhYG"
"2240","If they are really that upset, then why were the @cubuffs regents such cowards regarding the @CoachMikeMac and… https://t.co/Xf9Mwbo6tG"
"2241","@girlsreallyrule @ChrisCuomo Is attempted murder a crime? Is attempted robbery a crime? Is attempted rape a crime?… https://t.co/MfaH9ByjfX"
