"","x"
"1005","This is heartbreaking #evil 

Innocent man sent to jail for rape by his own fiancé | 60 Minutes Australia… https://t.co/6uJrfm6Kne"
"1006","@Ty61019494 @ewarren That’s a horrible statement.  You may want to go talk to some rape victims then say that."
"1007","Does Catholic Services own DHS right now? Child rape is in their history, you know? https://t.co/5j2LLosnOt"
"1008","@Terez27 I can, my mother has been a victim of rape, and sexual assault twice. I was so mad, and saddened that just… https://t.co/LrZuuByNim"
"1009","80’s Porn Star Wanted For Rape &amp; Escape. PLEASE RETWEET! https://t.co/u6JhlLb4gm

#livepd #livepd200 #livepdfans… https://t.co/ObtnRAPAb2"
"1010","DEVOUR PRETTY WHORES
RAPE AND BURY THEM SIX FEET UNDER
YOU WANT FUCKING LUST?"
"1011","@Cernovich Someone should do a documentary on Cernovich’s rape arrest."
"1012","@julesmaysmith @Lou2ndOfHisName Dont forget helped Cover up a shit ton of rape at Baylor"
"1013","@Hlynn310 When a julexis fan attack u just tell them about him holding a knife to her throat. Or he had sex with al… https://t.co/68FlbIaeTV"
"1014","@Quebec99335648 @M2Madness And here I thought this was an infomercial for one of the following:
Angel of rape &amp; dea… https://t.co/Fi9qYhXZGA"
"1015","@jamesglenday
@abcnews
@bevvo14
Just watched your piece on Joe Biden again. Women complained about his actions, you… https://t.co/2wLeohxNdP"
"1016","@agerson24 @AbbiAyers @Alyssa_Milano That’s you. But ask the woman who has lived thru rape, ask the homeless if the… https://t.co/yRAb1SFS3Y"
"1017","Apr. 19, 1989 | Teens Arrested for Rape Despite Being Innocent https://t.co/QDltQOsLFr"
"1018","@saluce65 @Maccabeus24 @PaperFoxx @howloften @AndersEigen @DojoDeSabi @kieranpegler @icecreamkohn2 @sweatandsawdus1… https://t.co/qt5v2oh3ZC"
"1019","@stopguninsanity @TwitterMoments @realDonaldTrump Well he did rape his wife and an underaged girl"
"1020","@_CoolBreeze Bruh I just see it ALL DAY! 😂 everything has rape attached to it.. or gay like stfu 😂"
"1021","@geologistgreg She said, that’s what he told her, before he told her,
“You’d better put some ice on that!”
(Her lip… https://t.co/CDWFcsRKKL"
"1022","@Wdfr130 I wouldn’t go that far, but just stay quiet or idk maybe try to understand or connect. 🤷🏻‍♀️
As a nurse I… https://t.co/RvZT4gLI6B"
"1023","@MaajidNawaz @CarlUKIP I wonder if any of those journalists covered the grooming gang scandals, since they are so c… https://t.co/BErwuL8ZcD"
"1024","@UtahGov Herbert was reading a book called how to gang rape the peoples propositions to the kids. Gotta get them in… https://t.co/an32AL8Vka"
"1025","@saluce65 @AndersEigen @Maccabeus24 @howloften @DojoDeSabi @kieranpegler @PaperFoxx @icecreamkohn2 @sweatandsawdus1… https://t.co/FGng50xFF6"
"1026","@yourfeminstboss @emrazz And I see there is no comment on women committing the majority of child neglect, or those… https://t.co/Nf9ktfkS8Z"
"1027","@shanu9698 @spectatorindex So we have 42 percent atleast. And tell me your percentage of rape, toilet, naxallits mo… https://t.co/QNmItxReCm"
"1028","@ladywine89 @billmaher @AOC I don't mock legitimate concerns about legitimate victims.  I DO, however mock rather g… https://t.co/1M88zjx0gT"
"1029","Is she too drunk? Is she not? Is it consent? Is it not? Should I stick my nose in or not? Rape culture puts these q… https://t.co/wM4NKRVAu4"
"1030","I’ve been sitting at this bar reading this book about rape culture in America while watching a man feed this woman… https://t.co/qfdcufdE3f"
"1031","@sk1897 So I’ve heard. I believe I’ll be fast forwarding through the rape, incest and torture/murder. So that leave… https://t.co/7tz2LBAndL"
"1032","An expansion on my previous post, I submitted this to r/survivorsofabuse not too long ago.I spent six years in hidi… https://t.co/3r8Xe5fC2D"
"1033","@julietcuthbert Research 4 solutions #urgent!!.  The owner of the drivers' license in the linked article was not ac… https://t.co/xaP2snshkt"
"1034","“Real Talk” Listening to AG William Barr Say that the president was angry reminds me of a rape case I was on in whi… https://t.co/D2EeXvq8Mm"
"1035","He did the whole censorship thing and they give their creators a platform for controversial topics. I'm all about h… https://t.co/EIFtNWPZFI"
"1036","@breadback_ You know all along while reading it i thought it was a dude got the tix and gave a female friend for th… https://t.co/gTjstP9l0A"
"1037","@Kimberl04757685 Theres just generally a really big problem with straight women fetishizing sex between men and for… https://t.co/XvW6V0WFAZ"
"1038","@AuthorKimberley @Alyssa_Milano So murder is better than rape?"
"1039",".@Ancestry How in the world could you have thought rape of slaves was a wise angle??? I will become a speaker again… https://t.co/4egmHFROYA"
"1040","JUST IN: A Tennessee Ridge judge has been arrested and charge with three counts of child rape. https://t.co/2LoojUOEvB"
"1041","@JakePyne @RahRahRaina Plus the fake woke dusty balls rape jokes and left bashing on identity politics and sensitiv… https://t.co/GKgzkpepCg"
"1042","@trish_henley Oh my God. Can she be that ignorant of the criminal mind set. That’s like saying bank robbery is ille… https://t.co/FR4J55nQ8F"
"1043","@JessicaValenti Also those who get pregnant due to rape or incest have emotional trauma, &amp; often no supportive peop… https://t.co/76zHD8hGYp"
"1044","I already was passionate about the horrors of rape and rape myths, and then I read Asking for It by Kate Harding an… https://t.co/vY3th1T0RX"
"1045","@lunaperla Why would he need to apologize to someone for not indulging in their rape fantasies?

He's married."
"1046","assault on and rape of this country and its institutions, you are complicit in all he &amp; they have done. One last in… https://t.co/8aqMon5dkL"
"1047","@TorraineWalker @SandyDarity and that doesn’t even factor in the rape of BM and kids smfh 💔💔💔"
"1048","@RealMAGASteve Gotta give it to the Ruskies They don't pussy foot around! The only way 2 deal with evil is 2 B even… https://t.co/2XAzf3HoWK"
"1049","@nullifyfedlaws @okyeahthatworks @emrazz how you approach this there is NOT and equivalency between the level of se… https://t.co/8E6heRtwNj"
"1050","@TorraineWalker on a serious note tho. a womans egg is only viable and available for fertilization for 1 day out of… https://t.co/w0vbA3glNW"
"1051","@Snoogans_Run @tc4sh @PrimeVideo Even when The Boys was first published, raping a super-heroine (and the occasional… https://t.co/HjUFHFaDAq"
"1052","@nullifyfedlaws @emrazz The fact that men commit violent crimes such as rape, murder, and violence toward women dai… https://t.co/B3cHA1rWgp"
"1053","Why are you accusing Anthony Martial of rape https://t.co/RLSnWQGguG"
"1054","@PascalLeroux @DevanneyAnthony @CarlUKIP @MaajidNawaz in the video shared he clearly says he supports age of consen… https://t.co/Qw2Klbpq7r"
"1055","@annableigh @EvilBastard4 @phil_mckraken @MarkKDinges @mediadontmatta @Dannaja64Danny @donnnie @Soloveno210… https://t.co/9quhnrse1V"
"1056","@shhmeIi I didnt say anything about being raped. I said thats not appropriate for a child to wear. yall try to over… https://t.co/o27CZED0Qx"
"1057","Islamic scholar ‘says Allah allows Muslim men to RAPE non-Muslim women to humiliate them' https://t.co/QXRIoFmTzk"
"1058","Rape, Genocide and a Cover-up: How Britain Tortured and Killed 300,000 Kenyans | The African Exponent https://t.co/XtVhXpZyC4"
"1059","@Mysticallyty @ThaGuestTweets “No one will ever compare to the low he is” You sound like a bias asslicker. So Charl… https://t.co/lNXLdngIwP"
"1060","Man found guilty of statutory rape after being found with minor in Henderson County https://t.co/rqc95EHe3j https://t.co/xZzxJwfkXp"
"1061","@DMFSBLF @nowthisnews No because women have a choice of whether or not to have sex. sex is a choice ergo pregnancy… https://t.co/NDiwO0nEMJ"
"1062","@JustinTrudeau Mr. Trudeau I know your dealing with a lot but is there anything you can do or say about this Albert… https://t.co/bRJGgUOSfX"
"1063","@ZachViana @ThatUmbrella I'm sorry I think the woman is entitled to some crime that man spent his whole life behind… https://t.co/Ftrygp64ZX"
"1064","@nullifyfedlaws @rgaudet99 @emrazz see brock turner and his 3 mos sentence after being convicted and found guilty of rape."
"1065","@breadback_ Ypu friend bredda waa rape you. Pree this, you say you thump him and him stagger back and drop so that… https://t.co/h8HWMEOxof"
"1066","@ZachViana @ThatUmbrella I think so to if a woman claims rape say the man gets thrown in prison for 25 years then g… https://t.co/82LB4ZT5I5"
"1067","@CharlesPPierce Which rape enabler - Gym Jordan? The Trump Family? Ken Starr? Be specific please ..."
"1068","@YandR_CBS I dont like them but why is everyone being all poor Lily? PS Cane didnt sleep with Juliet she slept with… https://t.co/u590wCpQAo"
"1069","@nullifyfedlaws @rgaudet99 @emrazz i agree. but are we holding men accountable?
we hold women accountable for a lot… https://t.co/DmhQnqlwt1"
"1070","@guardiansyoung @PrimeVideo The Boys aren't morally ambiguous. At all.

Well, of all of Ennis' gratuitously transgr… https://t.co/L36eVPww1x"
"1071","@CNN best part your CEO who tells you what to say is a fucking rapist. Just like your show you literally rape the m… https://t.co/fTfKi38KuF"
"1072","@Anarchalexis The punishment for rape should be increased tenfold."
"1073","@MaajidNawaz @CarlUKIP A 'not even' comment is just that, not even anything, blown up beyond any reasonable proport… https://t.co/x8s3wPrBCb"
"1074","The incredible Abbey is running in the SMH Half Marathon next month to raise money to support our counselling servi… https://t.co/OxfICqsXMa"
"1075","@LouDobbs Dems have now joined the ranks of Satan! Allowing our nation to be subject to evil drug cartels, sex traf… https://t.co/Vo5LaW7QIX"
"1076","According to a study by the Guttmacher Institute, less than 1% of abortions are related to rape yet rape is often u… https://t.co/U45YBn0L4o"
"1077","@realDark_Star @fordnation With respect? In the last few weeks, you've slashed health care.  You've derailed famili… https://t.co/htp6kKUktR"
"1078","Prosecutors dismissed a rape charge against a Bentonville man after his accuser recanted » https://t.co/UKQnK1HFex https://t.co/uP5EjA6ziJ"
"1079","@ZachViana @ThatUmbrella How exactly is tug a rape enablist?"
"1080","#Christschurch #NSTnation #India #PakistanDay #dakar #Rape my 1st tweet August 2013-pls remove Capital FM88.9 malay… https://t.co/lOZf8Tr79W"
"1081","@claryclark0 REALLY REPELLED by any fanfic that has JF/LJG or heaven forbid, CBF/JF/LJG sex! Or...one where...Jamie… https://t.co/I5omzyMufv"
"1082","tw: transphobia, rape
Honduran transgender immigrant held in a detention center for six months after obtaining asyl… https://t.co/b9ddW8yGXt"
"1083","Now playing  - #Rape on Crim Radio"
"1084","#BREAKING: Tennessee Ridge Judge Woodrow Adams is accused of raping a child. Adams, who has been the city's judge f… https://t.co/D95MHAkiuB"
"1085","@Brasilmagic A svelte 243 Lbs. he's up 4 lbs. from 239 last year. He needs that overcoat &amp; that long tie it makes h… https://t.co/hksDhJyJdP"
"1086","HT @ZionistGirl18
A POWERFUL STATEMENT FROM YOUNG WOMEN OF GERMANY🇩🇪
They represent victims of rape and violence in… https://t.co/AFSJhowGfP"
"1087","@MaajidNawaz @OjazzO No, Phillips said she wanted to censor the internet because of rape threats. To show that the… https://t.co/4aKglOZc3t"
"1088","@PrimeVideo Oh god no.

No no no.

Tell me, @PrimeVideo, are you going to include the scene where the hero rapes th… https://t.co/zSuKmmOP5D"
"1089","Recap of #jangjayeon case. Keep supporting #yoonjioh, the list is exist Anyone wants recap about the case read this https://t.co/uJXseDgiwI"
"1090","@JasonBigfoot DNA from an old razor helped police solve 41-year-old rape and murder cold case https://t.co/jywoxbOOBj via @Yahoo"
"1091","@howloften @PaperFoxx @AndersEigen @Maccabeus24 @saluce65 @DojoDeSabi @kieranpegler @icecreamkohn2 @sweatandsawdus1… https://t.co/dX60NwLPSD"
"1092","@TheNomad79 @Morgxn2001 You are stating a marginal amount of abortions. I could swallow abortions in the cases of r… https://t.co/BnoIinKwyr"
"1093","@neoliveson Anyone wants recap about the case read this https://t.co/uJXseDgiwI"
"1094","@ReproRights Anyone who denies a woman an abortion after rape is no better than the rapist"
"1095","@SaveKStreet @kstreet111 @SpeakerPelosi @realDonaldTrump It's got nothing to do with age.

I'm not that much younge… https://t.co/ZaBK9V6d57"
"1096","leads: she's done this twice before. once to an older male relative, likely an uncle on her mom's side. he will be… https://t.co/7Ev6JxKype"
"1097","@robypanther @HotayHoof @Mahrkale I'm going to pass this over;) I was just there for the wine and brisket. World my… https://t.co/zcMJXDTXLl"
"1098","@AshfordUFacts Biggest hypocrite in the planet! He is a piece of garbage! He’s proven that over and over by letting… https://t.co/UJQcGPBivn"
"1099","@nykatta @everywhereist So what’s your answer to women that get rape kits or have video evidence and they still rec… https://t.co/LnNmTMXF2Q"
"1100","@MaajidNawaz @OjazzO No. This began with Jess Phillips laughing at male physical &amp; mental health problems (14:54-15… https://t.co/TDw0033EUQ"
"1101","What a sick person you @priyankac19 are. To prove your selfish motive of joining Sena, you are giving analogy of “c… https://t.co/iTJZD2Fv0J"
"1102","Monsters Inc. Theme (EAR RAPE) https://t.co/9e70VyBrvs via @YouTube"
"1103","@colinflaherty According to the left rules and regulations that may annoy or imposition blacks are more immoral tha… https://t.co/n9RZ3ipAPe"
"1104","@CharlesPPierce Confused about rape enabler post?"
"1105","@MongoGoesInsane Don't rape anyone."
"1106","The Vikings evolved! Scuzlims still rape MOFO! The rape epidemic in EURABIA is covered up &amp; anyone complaining R hu… https://t.co/ybvRkTc5cM"
"1107","With respect? In the last few weeks, you've slashed health care.  You've derailed families dealing with autism. And… https://t.co/teJdX6OQL1"
"1108","@howloften @PaperFoxx @AndersEigen @Maccabeus24 @saluce65 @DojoDeSabi @kieranpegler @icecreamkohn2 @sweatandsawdus1… https://t.co/EDTxlS7rFd"
"1109","@fordnation With respect? In the last few weeks, you've slashed health care.  You've derailed families dealing wirh… https://t.co/CvkXXfQHTk"
"1110","@GHeits94 @Rhaulk24 Probably covering up some rape allegations with that tarp."
"1111","When the date rape stops selling and you reach for that sweet sweet Trumper green. https://t.co/aUz2Y0lrpU"
"1112","BREAKING: Assange Releases SMS Records Showing He Was Framed by Police in Rape Cases https://t.co/59Dxru23QI"
"1113","@mattcharboneau @detroitnews Has to stay and cover up all the rape."
"1114","@annableigh @EvilBastard4 @phil_mckraken @MarkKDinges @mediadontmatta @Dannaja64Danny @donnnie @Soloveno210… https://t.co/7tRBYXbk1w"
"1115","@MaajidNawaz So you want him to rape that individual?"
"1116","@MollyJongFast Said the idiot who concluded that a sitting president could be indicted. How did those Baylor rape cases work out for you?"
"1117","@SausGott It’s wild.. niggas will say some normal shit and boom now you’re supporting rape culture 😂"
"1118","@crowthornejohn @heyitsCarolyn I've been expecting it. Muslims can announce their hatred for us and proclaim their… https://t.co/84eRZ1Fc6i"
"1119","@notesonluv @KeylaKwon So drugging women and having sex with them not rape? https://t.co/TwuOjccRfw"
"1120","Most Brutal And Horrific Rape Punishments From Around The World https://t.co/nT6IwmlsPu"
"1121","*Sigh*
No, why would I write a children's book about rape?
Please go and be angry about your life at someone else. https://t.co/LPMK1r80JI"
"1122","🇮🇳 Unintended consequence: India's Rape Crisis |  | 101 East https://t.co/E5qwsWrnjT via @YouTube 

DANGER RAPISTS AT LARGE,.."
"1123","@marksm1999 @neoliveson @ROKSeoul2018 Anyone wants recap about the case read this, dont get swayed by people who wa… https://t.co/y9rNb8rrg5"
"1124","@MaajidNawaz This began with Jess Phillips laughing at male physical &amp; mental health problems (14:54-15:04)… https://t.co/s8rMV99QU1"
"1125","@SkyNews @KateEMcCann It IS acceptable 2 joke about any topic..what make anything so sacred/untouchable n a free so… https://t.co/rCjcH2vrmL"
"1126","Thus continuing the very mode of thought that my paper and my production pushed against, the response to / interpre… https://t.co/tt2VuAeWpY"
"1127","My generation's Scottsboro Boys...
Based on a true story that gripped the country, When They See Us will chronicle… https://t.co/V42zOMSi5c"
"1128","@lilbabydreamr18 @Jcm34000708 @TheRightMelissa @realDonaldTrump @atensnut Ahhh...so you’re okay with half the amoun… https://t.co/O3pVYoUNwc"
"1129","Men can’t do shit on this app 😂 either we gay or apart of rape culture 🙄 y’all do understand just how SERIOUS the word rape is right?"
"1130","What? Louisiana jails rape victims? https://t.co/l11CU6vSnv"
"1131","Judge refuses to dismiss $10M rape lawsuit against Russell Simmons https://t.co/zPu7OryMjj"
"1132","@TMZ Saying every reproductive offspring with a ""racial mix"" that happened back then is ""rape"" does an injustice to… https://t.co/4a0oPMX1Km"
"1133","@KingdomConquer Rape and racist commentary.

That’s not a good look."
"1134","@srpnt_srmn @NehmahlCutie dont forget that unit 731 only was preforming dentistry, and the rape of nanking was actually don by the mongols"
"1135","@MaajidNawaz @OjazzO Maajid do you even know the context? If not maybe you should instead of concluding on limited… https://t.co/Ij5MkE4H1B"
"1136","@alexGspence @KateEMcCann @jessphillips Awfully hilarious you mean ? 

Should he of said "" I will rape you""?

Sound… https://t.co/KDtQ339kAQ"
"1137","@Mohammed_Omer12 @zarakayk @avinitski @ChanduKiChachi_ Woman is raped in the presence of 4 pious Muslim men!
Did th… https://t.co/VyBQIWF8zD"
"1138","@AAnthony_55 women get paid .86 for every dollar a man makes. 
women cant walk down the street without being harass… https://t.co/yBRm40voYL"
"1139","@MarlaineDettlo2 @Barefoot_Dancer Murder and rape are illegal regardless of who does it. Undocumented immigrants ar… https://t.co/cYdpwv7t35"
"1140","Selina: I feel like we're celebrating my frat house gang rape. Except I didn't even get a candlelight vigil.
Gary: I love candles. #Veep"
"1141","@MaajidNawaz You do not apologise for a statement blown out of all proportion; where is Jess Phillips being grilled… https://t.co/HqNsp2LnTD"
"1142","@catureen Me getting piss water on my balls is a tragedy far greater than the Holocaust or the Rape of Nanking"
"1143","@Len9671 Ya know sumpin'? Even though unevolved practitioners of Seventh Century blood lust lie about most everythi… https://t.co/CMbjrhp4ax"
"1144","@MaajidNawaz @OjazzO I love how everyone completely ignores what Phillips' original statement was. She dismissed th… https://t.co/oZjklHUqVr"
"1145","71-year-old Louisiana man charged with 100 counts of rape https://t.co/o3atFpNGek #crimenews #crime https://t.co/ATL9t3YQEU"
"1146","@MadamSecretary @TeaLeoni As a victim of sexual harassment and a rape thank you for this episode!"
"1147","@STX488 Matt Laurer got fired, Charlie Rose got fired, Julie Chen got fired (she didn’t cause the rape, her husband did)"
"1148","@AnnCoulter Your narrative that only other cultures rape women and have no respect for women, you are wrong! White… https://t.co/4REL4tZEDw"
"1149","@MuslimTruths @MaximumSiege @realDonaldTrump Ok. we were even at that point. 

I read your article. It leaves out t… https://t.co/n3oukEAC7T"
"1150","@KoolnewsBracken Chew gone due to rape, Greg was fired, Papa got fired over the N word, and the nothing with the dork"
"1151","@HomelessYouthFL @FosterCareToday The gang rape. The staff &amp; a few others insisted the girl made it up because she… https://t.co/iTyMBNghku"
"1152","@ProperOpinion @RedRewrite @MattsIdeaShop @heckyessica See, here’s where I would quote Blazing Saddles:

Hedley Lam… https://t.co/yfLqZwACje"
"1153","In Japan, it is not considered infidelity for a married man to pay for a prostitute. Because after having kids, the… https://t.co/RRiL6VDE7T"
"1154","@LaikaSobers @OrAroundTen @cornycobby No, it was something he wrote, that rape should be legal. The people in the b… https://t.co/uyqpaVipxY"
"1155","@yourSNisawful @JulieMontoya20 @rdqb80 Julie, gay men have been beaten, castrated, burned and murdered for not bein… https://t.co/97SIGOrNHE"
"1156","@ijustwantdome date rape is the wave"
"1157","@ndrew_lawrence He supports an encourages rape"
"1158","@AngrierWHStaff How will this end, most likely? I really feel like this will do nothing to him and he will continue… https://t.co/HI2kL72cIr"
"1159","🇮🇳 Why is gang rape rampant in India? | Inside Story https://t.co/5ELTlPtPaM via @YouTube 

A society that doesn't… https://t.co/501stmEeuZ"
"1160","@ImRevent In the realm of trash I rate natsuo as less smelly than al...rape does that"
"1161","Just raped a blast from the past! Must be 4-5 years since I saw this loser. So long he didn't even recall I'd bruta… https://t.co/ku84EyFdRp"
"1162","Myrick faced nine counts total for the kidnapping of a then 26-year-old woman and for the strangulation and drownin… https://t.co/IQeGBFFCEE"
"1163","@denner_ashley they actually believe the victim earned it. it's insanity in the flesh. I hear about this all the ti… https://t.co/EGKgI1dTIZ"
"1164","Himself against false accusations of rigging a presidential election, and the fact that he won fair and square and… https://t.co/eWkWJAOwyv"
"1165","@drayzze @Temocracy17 Thanks for permission rape, murder and pillage. But no thanks."
"1166","@trumptowerhell @RainyDayWoman23 @krayoncolorz @ToeKneeResist @GovBillLee @MomsDemand @GlenCasada @ltgovmcnally… https://t.co/c5n1LvAEBW"
"1167","@LucyCarrDesigns @STabbytosavit @SenatorCollins ""I find the woman Kavanaugh assaulted and tried to rape quite compe… https://t.co/ZtKg6JCkA2"
"1168","They grew up to become billionairs of the corproate tech giants, not like the ilegals now that just want to do noth… https://t.co/VxVlkRnere"
"1169","@HomelessYouthFL @FosterCareToday So not only were they covering up an attempted gang rape they also scheme to viol… https://t.co/ETUnczgqU5"
"1170","@weathagirl Problem I have is Sargon supporters saying it’s not a rape threat; which it isn’t; but not understandin… https://t.co/fqLT7bLSDW"
"1171","@Wtg4Gateau @stevetallent Imagine... the thought process it must take to suggest women control themselves in a worl… https://t.co/o7Wn04ATFA"
"1172","- looked like he knew the guy that was trying to rape her. the guy next to her was dark colored, the driver was whi… https://t.co/IhPcpRN0uK"
"1173","@Babyfloaties24 @INeedMoreBeers @Sassymomof6 @iluvtacos822 @usuck2me @AKAMOOOOOM @A_verynicegirl @JennyLETELLIER… https://t.co/QUZMx1JpjH"
"1174","@RepBrendanBoyle @BillClinton He dodged a rape allegation on got impeached.  Wonderful accomplishments."
"1175","Louisiana lawmakers consider bill to ban the jailing of rape and abuse victims to make them testify https://t.co/xN6dflL2zR"
"1176","- some guy got in and said “let’s f-her” and he was about to rape her. i happened to be there and i ended up biting… https://t.co/BEKCZwPHDS"
"1177","Louisiana Man Charged With 100 Counts of First-Degree Rape - U.S. News &amp; World Report https://t.co/KE5bgbIfAS"
"1178","I will not stand and be silent as the RAPE AMERICA!
THEY WILL BUT I WONT! https://t.co/W7FqNCjj1y"
"1179","@not__vee @Tracey_AIU @CountDankulaTV @thunderf00t um... freedom of speech? its not like she threatened to not rape him."
"1180","@capzimm @MissNyetTrump ...able to chill him out enough to just let the investigation ride.  Those actions are cons… https://t.co/J1obiK9SfB"
"1181","4. Republicans are for making abortion illegal.. even punishable by death no exceptions for rape, incest, incest ra… https://t.co/MxI3poFa3K"
"1182","@Alyssa_Milano I was sickened by Obama’s dishonesty, I was sickened by Bill Clinton rape of Juanita Broderick and I… https://t.co/J44yIBqyjV"
"1183","If you rape someone you're a different type of evil"
"1184","This thread is why I've come to understand that if we want to end rape, we need to look outside prisons for solutio… https://t.co/ToZrQeNtCI"
"1185","@storyfor60min @SteveKornacki @realDonaldTrump Do you mean rape vs paying or using his self vs a cigar?  “America,… https://t.co/xWZ4qCOLct"
"1186","@fras99 Because I have watched him lie,cheat,steal and basically rape people of there dignity since the 70's.  A le… https://t.co/UKXSaRx8Pr"
"1187","@jeffytee @CNN @KTLA She didn’t rape dudes.. she took their money... at least that’s what the story said, right?"
"1188",".@RadioFarda_Eng: Do not call this a ""marriage""; it is the Islamic fundamentalist-sanctioned pedophilia of the most… https://t.co/eRzgMN8KHV"
"1189","I wonder if I should report all these women who tell me them gonna rape me?"
"1190","@SenSchumer 40% of Americans believe anything that Trump does is ok! Very very sad! He can rape a child and his bas… https://t.co/0yNDDQovVH"
"1191","@jjv124 @MichaelaOkla did you see the one where he said “it’s not rape if she can’t get away”? i do hope his dick f… https://t.co/WPxXiNECz4"
"1192","A hearing date has been set for a Garfield Heights man who is seeking to withdraw his pleas in a case involving the… https://t.co/40jHVHoKKh"
"1193","@GeorgeTakei And who knows how they are treating them. I'd be concerned they re being treated the same way ICE trea… https://t.co/KSn9glrUoD"
"1194","@DLockhartESQ @flowertunnel @ihatethiswebsi9 @CarlUKIP ""I wouldn't even rape you."" Knowing it would trigger weak mi… https://t.co/AVbNKSIWWP"
"1195","NO smoking cigars, no fancy wines, just regular crappy food and smelly guys that want to bend y over and rape ya. t… https://t.co/cc68RgeJyF"
"1196","@ndrew_lawrence Ken Starr, who let many many athletes freely rape co-eds at @Baylor when he was president then botc… https://t.co/L0Kyv8Xpfh"
"1197","@DLockhartESQ @flowertunnel @ihatethiswebsi9 @CarlUKIP If you actually did your homework Sargon specifically said i… https://t.co/ovOmnXc8BS"
"1198","@ndrew_lawrence Lololol just sweep it under the rug like he did with all the rape at Baylor."
"1199","On Apr 19, 1989: Five Teens Arrested for Rape Despite Being Innocent https://t.co/aoCZelZwE7"
"1200","So instead of using a more accurate rape narrative, @Ancestry thought it was prudent to share this. This is why div… https://t.co/3qCCHNpfXc"
"1201","Couldn’t have said it better. People cry about the most trivial things and equate it to abuse, violence and even ra… https://t.co/1Z97FeyME5"
"1202","@ajplus ""... and God said, let their temples of child and Nun rape burn!"" And so it became. #ChangeMyMind #RapeGate #CatholicSexscapades"
"1203","@CNN @KTLA She should be prosecuted for rape like Cosby was."
"1204","@historylvrsclub Where is the sand castle devoted to the thousands of rape and murder victims of Moslem invaders?"
"1205","@thehill I think this was God saying ""I do not approve of child rape."" Change my mind. #CatholicSexscapades #RapeGate #ChangeMyMind"
"1206","@DeepStateExpose @Debs84289305 @realDonaldTrump It amazes me that some women claim she is the woman of year...hahah… https://t.co/q3LmryYxr1"
"1207","@jessphillips You pretended a non-threat was a rape threat, as he predicted, to show how dishonest you and the medi… https://t.co/Ys0KhZjrqh"
"1208","@DLockhartESQ @flowertunnel @ihatethiswebsi9 @CarlUKIP I wouldn't rape you, Diane. That's a promise. How disgusting of me"
"1209","@HeyTammyBruce The judge’s answer is why women don’t report rape either. We as women are tired of them not being ch… https://t.co/szUZO08wkJ"
"1210","Even with Kodak Black's history and now he's basically threatened to rape T.I.'s daughter yall STILL love this man? sad"
"1211","@presenteric I feel like The Purge tries to imply that what the lower classes really want it to rape and murder eve… https://t.co/MnhHbkKHCO"
"1212","@oldivory So rape would be legal for whites, but masturbation illegal for everyone?"
"1213","so ancestry tried to romanticize the reason behind black people having white ancestors.. they forgot that a lot of… https://t.co/z7ZDAWLY9l"
"1214","Trans women of color are literally DYING. Corrupt police extort them, clients rape &amp; rob them all with impunity.… https://t.co/nbvjTJrrsn"
"1215","@DDGWill Are you afraid that your argument is so weak, that you have to make up baseless, incendiary rape allegatio… https://t.co/dVRmpWglWX"
"1216","@Newsweek What about sexual assault and rape coverup at Baylor, Ken ?"
"1217","Rape suspect uses ""Plenty of Fish"" dating app to allegedly lure victim https://t.co/TnuFrDGCs9 # via @6abc"
"1218","@MaajidNawaz Carl Benjamin just said he would not rape her at all. What's really sad is a bloke like you is falling… https://t.co/Mwp1QLI3ab"
"1219","Harris County, Texas, will use the program called Track It, to provide a portal for rape victims to be able to elec… https://t.co/ettxe9dP0X"
"1220","Rape suspect uses ""Plenty of Fish"" dating app to allegedly lure victim https://t.co/MWywkckxIb"
"1221","@DanielBobke @Neoavatara No it's not. For example, tell a rape victim you won't take her rapist to trial because yo… https://t.co/Qqn7vmqUVz"
"1222","@ndrew_lawrence @daveweigel Ken “cover up rape at Baylor” Starr. We’re supposed to care what he says."
"1223","I'm in Boston and every single president is throwing tea at me. I called russia and they came and beat the shit out… https://t.co/gvi9RbkL4l"
"1224","Anti-Rape Tactics - Home | Facebook
https://t.co/4YirajbdGr"
"1225","@ChuckGrassley President Obama did not have one single scandal. 
He was never accused of rape.
He was never under i… https://t.co/YMccSicMKX"
"1226","Judge refuses to dismiss $10M rape lawsuit against Russell Simmons https://t.co/XA47HIs0dA"
"1227","BREAKING: 70-year-old Tennessee judge facing rape charges. 
https://t.co/NyD6rZZEgA"
"1228","@thebritishertwi @IndividualSimon That’s what the lunatics now trying to control society do, they sugar coat immora… https://t.co/wEnwmhXYdz"
"1229","My post was to raise awareness &amp; expose somebody that did a horrible thing .. it’s sad that this society is pro rape https://t.co/WR7RtlsOt1"
"1230","@PastorSharp @Andrew__3000 Yeah like if Spielberg made elf incest rape porn"
"1231","Proof that Julian Assange was framed for the rape charges https://t.co/UozcgRThSZ"
"1232","I don’t think this email was ill-intended, but it does reflect the intense rape culture that permeates our decision… https://t.co/m6pwBw4Pmo"
"1233","@catturd2 I bet it smells like a mix of rape and communism."
"1234","Get the fuck out. The election is over a year away. In the meantime, Captain Corruption and the rest of his people… https://t.co/GGGyc6yiJG"
"1235","Correction: attempted rape AND rape."
"1236","Judge refuses to dismiss $10M rape lawsuit against Russell Simmons https://t.co/ASC8J1674M"
